Model,MDO3034
Firmware Version,1.08

Waveform Type,ANALOG,,
-7.830000e-05,1.38281,1.40953,-0.0589063
-7.828000e-05,1.38281,1.41344,-0.0578125
-7.826000e-05,1.38312,1.41547,-0.0584375
-7.824000e-05,1.38344,1.40984,-0.0576562
-7.822000e-05,1.38453,1.41359,-0.0571875
-7.820000e-05,1.38141,1.40938,-0.0595313
-7.818000e-05,1.38625,1.41672,-0.0560937
-7.816000e-05,1.38109,1.41234,-0.0589063
-7.814000e-05,1.38406,1.4125,-0.0584375
-7.812000e-05,1.38203,1.41391,-0.059375
-7.810000e-05,1.38422,1.41156,-0.0571875
-7.808000e-05,1.38328,1.41203,-0.0592188
-7.806000e-05,1.38344,1.41203,-0.0595313
-7.804000e-05,1.38141,1.40813,-0.0584375
-7.802000e-05,1.38312,1.41125,-0.056875
-7.800000e-05,1.38234,1.41391,-0.058125
-7.798000e-05,1.38328,1.41484,-0.0582812
-7.796000e-05,1.38312,1.41031,-0.0575
-7.794000e-05,1.38375,1.41,-0.0585938
-7.792000e-05,1.38281,1.41312,-0.0590625
-7.790000e-05,1.38422,1.4125,-0.0575
-7.788000e-05,1.3825,1.40984,-0.0592188
-7.786000e-05,1.38375,1.40953,-0.0582812
-7.784000e-05,1.38594,1.41406,-0.0545313
-7.782000e-05,1.38156,1.40844,-0.06
-7.780000e-05,1.38109,1.41156,-0.0576562
-7.778000e-05,1.38375,1.41344,-0.0565625
-7.776000e-05,1.38187,1.41219,-0.0590625
-7.774000e-05,1.38078,1.40984,-0.0595313
-7.772000e-05,1.38594,1.415,-0.0554688
-7.770000e-05,1.38328,1.40563,-0.05875
-7.768000e-05,1.38469,1.41234,-0.0578125
-7.766000e-05,1.38266,1.40906,-0.0590625
-7.764000e-05,1.38359,1.41375,-0.058125
-7.762000e-05,1.38406,1.41641,-0.0579687
-7.760000e-05,1.38203,1.40984,-0.0571875
-7.758000e-05,1.38391,1.41266,-0.0585938
-7.756000e-05,1.38156,1.40875,-0.0595313
-7.754000e-05,1.38516,1.41641,-0.0564062
-7.752000e-05,1.38156,1.40906,-0.0592188
-7.750000e-05,1.38391,1.41172,-0.05875
-7.748000e-05,1.38234,1.41297,-0.0590625
-7.746000e-05,1.38359,1.40969,-0.0579687
-7.744000e-05,1.38172,1.41219,-0.0595313
-7.742000e-05,1.38359,1.40922,-0.05875
-7.740000e-05,1.38203,1.40766,-0.0592188
-7.738000e-05,1.38359,1.41047,-0.0567187
-7.736000e-05,1.38484,1.41609,-0.0575
-7.734000e-05,1.38266,1.41406,-0.0584375
-7.732000e-05,1.38359,1.41125,-0.0578125
-7.730000e-05,1.38219,1.40938,-0.0584375
-7.728000e-05,1.38234,1.41453,-0.0589063
-7.726000e-05,1.38234,1.40859,-0.0579687
-7.724000e-05,1.38375,1.41063,-0.0592188
-7.722000e-05,1.38344,1.41078,-0.0565625
-7.720000e-05,1.38797,1.41516,-0.0542188
-7.718000e-05,1.38062,1.40828,-0.0595313
-7.716000e-05,1.38391,1.41172,-0.059375
-7.714000e-05,1.38359,1.41375,-0.056875
-7.712000e-05,1.38234,1.41063,-0.0578125
-7.710000e-05,1.38125,1.41031,-0.05875
-7.708000e-05,1.38563,1.415,-0.05625
-7.706000e-05,1.3825,1.40688,-0.058125
-7.704000e-05,1.38453,1.41391,-0.0589063
-7.702000e-05,1.38141,1.40922,-0.0589063
-7.700000e-05,1.38219,1.41312,-0.0575
-7.698000e-05,1.38484,1.41516,-0.0584375
-7.696000e-05,1.38359,1.40828,-0.0578125
-7.694000e-05,1.385,1.4125,-0.0570312
-7.692000e-05,1.38203,1.41031,-0.0589063
-7.690000e-05,1.38484,1.41703,-0.0564062
-7.688000e-05,1.38203,1.40594,-0.0595313
-7.686000e-05,1.38297,1.41125,-0.059375
-7.684000e-05,1.38203,1.41,-0.059375
-7.682000e-05,1.38281,1.40984,-0.0589063
-7.680000e-05,1.38344,1.41437,-0.05875
-7.678000e-05,1.38109,1.41031,-0.0589063
-7.676000e-05,1.38203,1.40672,-0.0590625
-7.674000e-05,1.38422,1.41172,-0.0573437
-7.672000e-05,1.38625,1.41609,-0.0570312
-7.670000e-05,1.3825,1.41203,-0.0578125
-7.668000e-05,1.38344,1.40922,-0.0571875
-7.666000e-05,1.38203,1.41031,-0.058125
-7.664000e-05,1.38125,1.41422,-0.06
-7.662000e-05,1.38328,1.41,-0.0579687
-7.660000e-05,1.38203,1.40813,-0.0596875
-7.658000e-05,1.38359,1.41141,-0.05625
-7.656000e-05,1.38719,1.41469,-0.0548438
-7.654000e-05,1.38031,1.405,-0.0592188
-7.652000e-05,1.38391,1.41031,-0.0585938
-7.650000e-05,1.38422,1.41328,-0.056875
-7.648000e-05,1.38297,1.4125,-0.0585938
-7.646000e-05,1.38109,1.40672,-0.0596875
-7.644000e-05,1.38516,1.41594,-0.0559375
-7.642000e-05,1.38234,1.40641,-0.0582812
-7.640000e-05,1.38438,1.41437,-0.0559375
-7.638000e-05,1.38203,1.40984,-0.0590625
-7.636000e-05,1.38312,1.41359,-0.0571875
-7.634000e-05,1.38172,1.41531,-0.059375
-7.632000e-05,1.38219,1.40859,-0.0578125
-7.630000e-05,1.38516,1.41344,-0.0560937
-7.628000e-05,1.38141,1.41078,-0.059375
-7.626000e-05,1.38422,1.41594,-0.0565625
-7.624000e-05,1.38281,1.41,-0.059375
-7.622000e-05,1.38297,1.41141,-0.0582812
-7.620000e-05,1.3825,1.41437,-0.0596875
-7.618000e-05,1.3825,1.41,-0.0582812
-7.616000e-05,1.38328,1.41328,-0.0590625
-7.614000e-05,1.38125,1.41094,-0.0595313
-7.612000e-05,1.3825,1.40969,-0.059375
-7.610000e-05,1.38484,1.41078,-0.05625
-7.608000e-05,1.38422,1.41594,-0.0573437
-7.606000e-05,1.38297,1.41359,-0.05875
-7.604000e-05,1.38438,1.41125,-0.0575
-7.602000e-05,1.38328,1.41203,-0.0576562
-7.600000e-05,1.38109,1.41453,-0.059375
-7.598000e-05,1.38391,1.40859,-0.0584375
-7.596000e-05,1.38094,1.40828,-0.0582812
-7.594000e-05,1.38391,1.41203,-0.0578125
-7.592000e-05,1.38563,1.41625,-0.0554688
-7.590000e-05,1.38062,1.40734,-0.059375
-7.588000e-05,1.38359,1.40953,-0.0592188
-7.586000e-05,1.38422,1.41531,-0.0567187
-7.584000e-05,1.38297,1.41078,-0.0585938
-7.582000e-05,1.38312,1.40922,-0.05875
-7.580000e-05,1.38594,1.41594,-0.0575
-7.578000e-05,1.38141,1.40719,-0.0584375
-7.576000e-05,1.38578,1.41297,-0.0575
-7.574000e-05,1.38172,1.41,-0.0592188
-7.572000e-05,1.38344,1.41484,-0.0575
-7.570000e-05,1.38375,1.41563,-0.0592188
-7.568000e-05,1.38359,1.40859,-0.058125
-7.566000e-05,1.38609,1.41344,-0.056875
-7.564000e-05,1.3825,1.41063,-0.0585938
-7.562000e-05,1.38422,1.41375,-0.0573437
-7.560000e-05,1.38172,1.40906,-0.06
-7.558000e-05,1.38312,1.40906,-0.059375
-7.556000e-05,1.38234,1.41203,-0.06
-7.554000e-05,1.3825,1.41109,-0.0589063
-7.552000e-05,1.38297,1.41453,-0.0596875
-7.550000e-05,1.38172,1.40906,-0.0598438
-7.548000e-05,1.38203,1.40859,-0.059375
-7.546000e-05,1.38375,1.41078,-0.0571875
-7.544000e-05,1.38391,1.41344,-0.0576562
-7.542000e-05,1.38266,1.41453,-0.0582812
-7.540000e-05,1.38453,1.40969,-0.0575
-7.538000e-05,1.38375,1.40969,-0.0579687
-7.536000e-05,1.38094,1.41312,-0.0596875
-7.534000e-05,1.38281,1.40922,-0.0571875
-7.532000e-05,1.38344,1.40859,-0.0592188
-7.530000e-05,1.38453,1.40969,-0.0570312
-7.528000e-05,1.38672,1.415,-0.055625
-7.526000e-05,1.38078,1.40953,-0.0595313
-7.524000e-05,1.38219,1.41063,-0.0589063
-7.522000e-05,1.38578,1.41531,-0.0567187
-7.520000e-05,1.38203,1.41016,-0.0589063
-7.518000e-05,1.38109,1.40953,-0.0596875
-7.516000e-05,1.38359,1.41594,-0.0579687
-7.514000e-05,1.38312,1.40672,-0.0584375
-7.512000e-05,1.38703,1.41297,-0.0573437
-7.510000e-05,1.38297,1.41094,-0.0592188
-7.508000e-05,1.38328,1.41437,-0.0575
-7.506000e-05,1.38156,1.41281,-0.059375
-7.504000e-05,1.38281,1.40938,-0.0573437
-7.502000e-05,1.38547,1.41266,-0.0564062
-7.500000e-05,1.38234,1.41016,-0.0592188
-7.498000e-05,1.38594,1.41531,-0.0589063
-7.496000e-05,1.38187,1.41031,-0.0589063
-7.494000e-05,1.38281,1.40891,-0.0595313
-7.492000e-05,1.38172,1.41047,-0.0595313
-7.490000e-05,1.38312,1.40984,-0.0585938
-7.488000e-05,1.38281,1.41375,-0.05875
-7.486000e-05,1.38266,1.41297,-0.0596875
-7.484000e-05,1.3825,1.40734,-0.05875
-7.482000e-05,1.38516,1.41109,-0.0579687
-7.480000e-05,1.38594,1.41547,-0.0571875
-7.478000e-05,1.3825,1.41656,-0.0575
-7.476000e-05,1.38328,1.4125,-0.0576562
-7.474000e-05,1.38281,1.41187,-0.0584375
-7.472000e-05,1.38156,1.41203,-0.0598438
-7.470000e-05,1.38375,1.40781,-0.0575
-7.468000e-05,1.38219,1.40969,-0.0595313
-7.466000e-05,1.38453,1.41156,-0.0582812
-7.464000e-05,1.38609,1.41328,-0.05625
-7.462000e-05,1.38141,1.40641,-0.0595313
-7.460000e-05,1.38359,1.41016,-0.05875
-7.458000e-05,1.38453,1.41391,-0.05625
-7.456000e-05,1.38297,1.41297,-0.0576562
-7.454000e-05,1.38031,1.41187,-0.0592188
-7.452000e-05,1.38516,1.41391,-0.0571875
-7.450000e-05,1.38266,1.40688,-0.0579687
-7.448000e-05,1.38609,1.41437,-0.0554688
-7.446000e-05,1.38172,1.40875,-0.059375
-7.444000e-05,1.38391,1.41422,-0.0576562
-7.442000e-05,1.38297,1.41516,-0.059375
-7.440000e-05,1.3825,1.41094,-0.0578125
-7.438000e-05,1.38547,1.41234,-0.0564062
-7.436000e-05,1.3825,1.40953,-0.0601563
-7.434000e-05,1.38609,1.41609,-0.0589063
-7.432000e-05,1.38266,1.41016,-0.0592188
-7.430000e-05,1.38328,1.41016,-0.0578125
-7.428000e-05,1.38344,1.41187,-0.0598438
-7.426000e-05,1.38406,1.41031,-0.0584375
-7.424000e-05,1.3825,1.41328,-0.059375
-7.422000e-05,1.38234,1.41219,-0.0590625
-7.420000e-05,1.38187,1.40609,-0.058125
-7.418000e-05,1.38359,1.41203,-0.0573437
-7.416000e-05,1.38344,1.41578,-0.0567187
-7.414000e-05,1.38266,1.41563,-0.058125
-7.412000e-05,1.38391,1.40969,-0.0576562
-7.410000e-05,1.38344,1.40984,-0.0567187
-7.408000e-05,1.38141,1.41094,-0.0596875
-7.406000e-05,1.38375,1.40906,-0.0575
-7.404000e-05,1.38297,1.40969,-0.059375
-7.402000e-05,1.38391,1.41156,-0.0576562
-7.400000e-05,1.38516,1.41406,-0.0564062
-7.398000e-05,1.38078,1.40688,-0.0596875
-7.396000e-05,1.38219,1.41063,-0.0589063
-7.394000e-05,1.38469,1.41453,-0.0557813
-7.392000e-05,1.3825,1.41578,-0.0579687
-7.390000e-05,1.38141,1.41172,-0.059375
-7.388000e-05,1.38406,1.41219,-0.0579687
-7.386000e-05,1.38281,1.40672,-0.05875
-7.384000e-05,1.38609,1.41406,-0.056875
-7.382000e-05,1.38203,1.40797,-0.0589063
-7.380000e-05,1.38344,1.41359,-0.0575
-7.378000e-05,1.38203,1.41547,-0.0595313
-7.376000e-05,1.38328,1.40969,-0.0584375
-7.374000e-05,1.38563,1.41484,-0.056875
-7.372000e-05,1.38266,1.41172,-0.0596875
-7.370000e-05,1.38328,1.41437,-0.0573437
-7.368000e-05,1.38172,1.40969,-0.0590625
-7.366000e-05,1.38312,1.41063,-0.0592188
-7.364000e-05,1.38172,1.41031,-0.0592188
-7.362000e-05,1.38266,1.40969,-0.0582812
-7.360000e-05,1.38281,1.41437,-0.0589063
-7.358000e-05,1.38312,1.41281,-0.0598438
-7.356000e-05,1.38172,1.40922,-0.0590625
-7.354000e-05,1.38406,1.41125,-0.0576562
-7.352000e-05,1.38375,1.415,-0.0579687
-7.350000e-05,1.38281,1.41516,-0.0589063
-7.348000e-05,1.38391,1.41187,-0.0576562
-7.346000e-05,1.38312,1.41094,-0.0567187
-7.344000e-05,1.38109,1.40984,-0.0596875
-7.342000e-05,1.38547,1.41203,-0.0576562
-7.340000e-05,1.38156,1.40859,-0.059375
-7.338000e-05,1.38391,1.41094,-0.0573437
-7.336000e-05,1.38609,1.41484,-0.0559375
-7.334000e-05,1.38187,1.40797,-0.0596875
-7.332000e-05,1.38453,1.41,-0.0592188
-7.330000e-05,1.38438,1.41469,-0.0564062
-7.328000e-05,1.38297,1.41109,-0.0576562
-7.326000e-05,1.38172,1.41109,-0.0595313
-7.324000e-05,1.38391,1.41516,-0.0579687
-7.322000e-05,1.38141,1.40672,-0.05875
-7.320000e-05,1.38578,1.41391,-0.0565625
-7.318000e-05,1.38297,1.40875,-0.05875
-7.316000e-05,1.38375,1.41531,-0.0575
-7.314000e-05,1.38234,1.41359,-0.0582812
-7.312000e-05,1.38187,1.40969,-0.0582812
-7.310000e-05,1.38312,1.41328,-0.05625
-7.308000e-05,1.38141,1.41281,-0.0590625
-7.306000e-05,1.38422,1.415,-0.0564062
-7.304000e-05,1.38141,1.40828,-0.0592188
-7.302000e-05,1.38187,1.41172,-0.0584375
-7.300000e-05,1.38375,1.41109,-0.0592188
-7.298000e-05,1.38281,1.41187,-0.058125
-7.296000e-05,1.38375,1.41453,-0.06
-7.294000e-05,1.38234,1.41203,-0.0590625
-7.292000e-05,1.38187,1.40828,-0.0589063
-7.290000e-05,1.38422,1.41141,-0.0565625
-7.288000e-05,1.38391,1.41406,-0.0575
-7.286000e-05,1.38219,1.41453,-0.058125
-7.284000e-05,1.38219,1.41063,-0.056875
-7.282000e-05,1.38453,1.40969,-0.0571875
-7.280000e-05,1.38125,1.40859,-0.0595313
-7.278000e-05,1.38359,1.41156,-0.0575
-7.276000e-05,1.38125,1.40859,-0.0595313
-7.274000e-05,1.38516,1.41172,-0.0575
-7.272000e-05,1.38469,1.41406,-0.0557813
-7.270000e-05,1.38172,1.40969,-0.0596875
-7.268000e-05,1.38281,1.41141,-0.0590625
-7.266000e-05,1.38484,1.41375,-0.0559375
-7.264000e-05,1.38359,1.41125,-0.058125
-7.262000e-05,1.38375,1.41047,-0.0601563
-7.260000e-05,1.38187,1.41266,-0.0596875
-7.258000e-05,1.38328,1.40719,-0.0589063
-7.256000e-05,1.38641,1.41437,-0.0567187
-7.254000e-05,1.38172,1.40938,-0.0592188
-7.252000e-05,1.38375,1.41328,-0.0571875
-7.250000e-05,1.38094,1.41359,-0.06
-7.248000e-05,1.3825,1.40953,-0.0576562
-7.246000e-05,1.38469,1.41312,-0.056875
-7.244000e-05,1.38125,1.41094,-0.059375
-7.242000e-05,1.38359,1.41594,-0.0582812
-7.240000e-05,1.38312,1.41047,-0.0584375
-7.238000e-05,1.38312,1.41063,-0.0579687
-7.236000e-05,1.38203,1.41172,-0.0592188
-7.234000e-05,1.38391,1.41156,-0.0579687
-7.232000e-05,1.38281,1.41453,-0.0585938
-7.230000e-05,1.38125,1.40906,-0.05875
-7.228000e-05,1.38172,1.41016,-0.05875
-7.226000e-05,1.38453,1.41031,-0.0585938
-7.224000e-05,1.38391,1.41563,-0.0579687
-7.222000e-05,1.38359,1.41422,-0.0578125
-7.220000e-05,1.38328,1.41078,-0.056875
-7.218000e-05,1.38422,1.41016,-0.0567187
-7.216000e-05,1.38094,1.41016,-0.0596875
-7.214000e-05,1.38531,1.40969,-0.0565625
-7.212000e-05,1.38219,1.41078,-0.0595313
-7.210000e-05,1.385,1.41,-0.0564062
-7.208000e-05,1.38656,1.415,-0.0564062
-7.206000e-05,1.38141,1.40797,-0.059375
-7.204000e-05,1.38266,1.41141,-0.0582812
-7.202000e-05,1.38594,1.41453,-0.056875
-7.200000e-05,1.3825,1.41297,-0.0575
-7.198000e-05,1.38219,1.41141,-0.0589063
-7.196000e-05,1.38203,1.41484,-0.0592188
-7.194000e-05,1.38359,1.40703,-0.058125
-7.192000e-05,1.38625,1.41422,-0.05625
-7.190000e-05,1.38359,1.40922,-0.0590625
-7.188000e-05,1.38344,1.41391,-0.0571875
-7.186000e-05,1.38219,1.41469,-0.0592188
-7.184000e-05,1.38359,1.40938,-0.0570312
-7.182000e-05,1.38469,1.41344,-0.0571875
-7.180000e-05,1.38203,1.41375,-0.0595313
-7.178000e-05,1.38422,1.41437,-0.0579687
-7.176000e-05,1.38234,1.41203,-0.05875
-7.174000e-05,1.38141,1.41203,-0.0582812
-7.172000e-05,1.38203,1.41344,-0.0590625
-7.170000e-05,1.38266,1.41375,-0.0584375
-7.168000e-05,1.38297,1.41437,-0.05875
-7.166000e-05,1.38203,1.4075,-0.06
-7.164000e-05,1.38109,1.40781,-0.0589063
-7.162000e-05,1.38312,1.41141,-0.0576562
-7.160000e-05,1.38547,1.41281,-0.0576562
-7.158000e-05,1.38219,1.41375,-0.0578125
-7.156000e-05,1.38328,1.40891,-0.0578125
-7.154000e-05,1.38359,1.41203,-0.0567187
-7.152000e-05,1.38094,1.40953,-0.0595313
-7.150000e-05,1.38328,1.41031,-0.0575
-7.148000e-05,1.38141,1.41016,-0.059375
-7.146000e-05,1.38438,1.41125,-0.0571875
-7.144000e-05,1.38422,1.41406,-0.0573437
-7.142000e-05,1.38172,1.40906,-0.0590625
-7.140000e-05,1.38375,1.41172,-0.0582812
-7.138000e-05,1.38453,1.41406,-0.0573437
-7.136000e-05,1.38328,1.41344,-0.058125
-7.134000e-05,1.38297,1.4125,-0.0592188
-7.132000e-05,1.385,1.41094,-0.059375
-7.130000e-05,1.38312,1.40891,-0.05875
-7.128000e-05,1.38609,1.41734,-0.0553125
-7.126000e-05,1.38453,1.40938,-0.0589063
-7.124000e-05,1.385,1.415,-0.0573437
-7.122000e-05,1.38156,1.41453,-0.06
-7.120000e-05,1.38344,1.40656,-0.0578125
-7.118000e-05,1.38469,1.41359,-0.056875
-7.116000e-05,1.38234,1.41203,-0.0598438
-7.114000e-05,1.38312,1.41563,-0.0589063
-7.112000e-05,1.38297,1.40906,-0.0590625
-7.110000e-05,1.38281,1.41109,-0.0592188
-7.108000e-05,1.38062,1.41344,-0.0598438
-7.106000e-05,1.38156,1.40906,-0.05875
-7.104000e-05,1.38469,1.41312,-0.0590625
-7.102000e-05,1.38234,1.41016,-0.0590625
-7.100000e-05,1.38203,1.40734,-0.0590625
-7.098000e-05,1.385,1.41063,-0.0571875
-7.096000e-05,1.38625,1.41328,-0.058125
-7.094000e-05,1.38281,1.41312,-0.05875
-7.092000e-05,1.38422,1.41094,-0.0576562
-7.090000e-05,1.38328,1.41234,-0.0578125
-7.088000e-05,1.38062,1.41016,-0.0595313
-7.086000e-05,1.38391,1.41016,-0.0579687
-7.084000e-05,1.38078,1.41078,-0.059375
-7.082000e-05,1.38469,1.41109,-0.056875
-7.080000e-05,1.38391,1.41359,-0.0570312
-7.078000e-05,1.38078,1.40594,-0.0585938
-7.076000e-05,1.38375,1.41016,-0.0589063
-7.074000e-05,1.38406,1.41219,-0.0573437
-7.072000e-05,1.38266,1.41141,-0.0578125
-7.070000e-05,1.38406,1.41359,-0.0578125
-7.068000e-05,1.38406,1.41312,-0.0590625
-7.066000e-05,1.38187,1.40844,-0.0584375
-7.064000e-05,1.38531,1.41469,-0.0567187
-7.062000e-05,1.38281,1.40797,-0.0598438
-7.060000e-05,1.38328,1.41469,-0.0571875
-7.058000e-05,1.38094,1.41516,-0.059375
-7.056000e-05,1.38281,1.4075,-0.058125
-7.054000e-05,1.38219,1.41266,-0.058125
-7.052000e-05,1.38203,1.41078,-0.059375
-7.050000e-05,1.38234,1.41484,-0.0578125
-7.048000e-05,1.38359,1.40922,-0.0589063
-7.046000e-05,1.38234,1.41141,-0.0592188
-7.044000e-05,1.38031,1.41125,-0.0595313
-7.042000e-05,1.38281,1.40969,-0.0589063
-7.040000e-05,1.38234,1.41312,-0.059375
-7.038000e-05,1.38172,1.40938,-0.0590625
-7.036000e-05,1.38078,1.40828,-0.0584375
-7.034000e-05,1.38281,1.41047,-0.0575
-7.032000e-05,1.38531,1.41281,-0.0576562
-7.030000e-05,1.38297,1.41391,-0.0582812
-7.028000e-05,1.38359,1.41156,-0.0576562
-7.026000e-05,1.38453,1.41172,-0.0571875
-7.024000e-05,1.38203,1.40984,-0.0598438
-7.022000e-05,1.38328,1.41047,-0.056875
-7.020000e-05,1.38281,1.40953,-0.0585938
-7.018000e-05,1.38422,1.41109,-0.056875
-7.016000e-05,1.38359,1.41484,-0.0559375
-7.014000e-05,1.38109,1.41031,-0.0596875
-7.012000e-05,1.38469,1.41031,-0.0592188
-7.010000e-05,1.38359,1.41437,-0.056875
-7.008000e-05,1.38328,1.41203,-0.0582812
-7.006000e-05,1.38312,1.41141,-0.0592188
-7.004000e-05,1.38344,1.41047,-0.0595313
-7.002000e-05,1.38328,1.40703,-0.0585938
-7.000000e-05,1.38969,1.41484,-0.055625
-6.998000e-05,1.38375,1.40797,-0.0590625
-6.996000e-05,1.38516,1.41469,-0.0575
-6.994000e-05,1.38156,1.41266,-0.0592188
-6.992000e-05,1.38266,1.40844,-0.0573437
-6.990000e-05,1.38297,1.41156,-0.058125
-6.988000e-05,1.3825,1.41219,-0.0590625
-6.986000e-05,1.38438,1.41469,-0.059375
-6.984000e-05,1.38156,1.40969,-0.0589063
-6.982000e-05,1.38359,1.41047,-0.0582812
-6.980000e-05,1.38359,1.41031,-0.059375
-6.978000e-05,1.38266,1.41109,-0.0590625
-6.976000e-05,1.385,1.41312,-0.059375
-6.974000e-05,1.38078,1.41156,-0.0592188
-6.972000e-05,1.38172,1.40969,-0.0584375
-6.970000e-05,1.38375,1.41109,-0.0578125
-6.968000e-05,1.38406,1.41297,-0.0564062
-6.966000e-05,1.38281,1.41531,-0.0585938
-6.964000e-05,1.38391,1.41031,-0.0576562
-6.962000e-05,1.38359,1.40969,-0.0567187
-6.960000e-05,1.38094,1.41234,-0.0595313
-6.958000e-05,1.385,1.41031,-0.0573437
-6.956000e-05,1.38281,1.40891,-0.0595313
-6.954000e-05,1.38359,1.40953,-0.0575
-6.952000e-05,1.38453,1.41422,-0.0571875
-6.950000e-05,1.38094,1.40719,-0.0590625
-6.948000e-05,1.385,1.41016,-0.0582812
-6.946000e-05,1.38375,1.41391,-0.0573437
-6.944000e-05,1.38219,1.41094,-0.0579687
-6.942000e-05,1.38328,1.41297,-0.0592188
-6.940000e-05,1.38219,1.41156,-0.0589063
-6.938000e-05,1.38187,1.40734,-0.0585938
-6.936000e-05,1.38656,1.41781,-0.0578125
-6.934000e-05,1.38156,1.40953,-0.0592188
-6.932000e-05,1.38344,1.41281,-0.0576562
-6.930000e-05,1.38406,1.41469,-0.0590625
-6.928000e-05,1.38187,1.40875,-0.0589063
-6.926000e-05,1.38391,1.4125,-0.0578125
-6.924000e-05,1.38156,1.41031,-0.0589063
-6.922000e-05,1.38375,1.41578,-0.0598438
-6.920000e-05,1.38266,1.41063,-0.0589063
-6.918000e-05,1.38312,1.41141,-0.0585938
-6.916000e-05,1.38234,1.41297,-0.0590625
-6.914000e-05,1.38203,1.40938,-0.0589063
-6.912000e-05,1.38375,1.41187,-0.0585938
-6.910000e-05,1.38219,1.41234,-0.059375
-6.908000e-05,1.38219,1.40922,-0.058125
-6.906000e-05,1.38297,1.41187,-0.0565625
-6.904000e-05,1.38375,1.41125,-0.056875
-6.902000e-05,1.38297,1.41234,-0.0582812
-6.900000e-05,1.38391,1.4125,-0.0571875
-6.898000e-05,1.38406,1.41203,-0.0571875
-6.896000e-05,1.38125,1.40781,-0.0596875
-6.894000e-05,1.38281,1.41109,-0.0575
-6.892000e-05,1.38125,1.41047,-0.059375
-6.890000e-05,1.38156,1.40844,-0.05875
-6.888000e-05,1.38531,1.41469,-0.0567187
-6.886000e-05,1.38062,1.41,-0.0590625
-6.884000e-05,1.38672,1.41344,-0.0589063
-6.882000e-05,1.38406,1.41406,-0.05625
-6.880000e-05,1.38187,1.40875,-0.0589063
-6.878000e-05,1.38266,1.41047,-0.0590625
-6.876000e-05,1.38187,1.41219,-0.0596875
-6.874000e-05,1.3825,1.40688,-0.0585938
-6.872000e-05,1.38813,1.41422,-0.0559375
-6.870000e-05,1.38172,1.40844,-0.0592188
-6.868000e-05,1.38359,1.41375,-0.0571875
-6.866000e-05,1.38281,1.41547,-0.0592188
-6.864000e-05,1.38281,1.40859,-0.058125
-6.862000e-05,1.38359,1.41344,-0.0579687
-6.860000e-05,1.38156,1.41156,-0.0596875
-6.858000e-05,1.38203,1.41312,-0.0595313
-6.856000e-05,1.38203,1.40859,-0.0590625
-6.854000e-05,1.38266,1.41172,-0.058125
-6.852000e-05,1.38312,1.415,-0.0590625
-6.850000e-05,1.38328,1.41063,-0.0579687
-6.848000e-05,1.38297,1.40969,-0.0589063
-6.846000e-05,1.38109,1.40984,-0.059375
-6.844000e-05,1.3825,1.40844,-0.0571875
-6.842000e-05,1.38406,1.40797,-0.0565625
-6.840000e-05,1.38469,1.4125,-0.0565625
-6.838000e-05,1.38297,1.41453,-0.0576562
-6.836000e-05,1.38422,1.41063,-0.0575
-6.834000e-05,1.38438,1.41125,-0.0567187
-6.832000e-05,1.38078,1.40906,-0.0598438
-6.830000e-05,1.38516,1.41,-0.0576562
-6.828000e-05,1.38109,1.40797,-0.05875
-6.826000e-05,1.38297,1.40938,-0.0582812
-6.824000e-05,1.38422,1.41297,-0.0560937
-6.822000e-05,1.38109,1.4075,-0.059375
-6.820000e-05,1.38406,1.41031,-0.0584375
-6.818000e-05,1.38312,1.41375,-0.0573437
-6.816000e-05,1.3825,1.40891,-0.0582812
-6.814000e-05,1.38125,1.40828,-0.0590625
-6.812000e-05,1.38328,1.41344,-0.05875
-6.810000e-05,1.38219,1.40719,-0.0585938
-6.808000e-05,1.38469,1.41547,-0.0567187
-6.806000e-05,1.38094,1.40891,-0.0592188
-6.804000e-05,1.38344,1.415,-0.0579687
-6.802000e-05,1.38141,1.41391,-0.0595313
-6.800000e-05,1.38375,1.40844,-0.0576562
-6.798000e-05,1.38312,1.41203,-0.0589063
-6.796000e-05,1.38219,1.41187,-0.0598438
-6.794000e-05,1.38391,1.41297,-0.0595313
-6.792000e-05,1.38109,1.40891,-0.0584375
-6.790000e-05,1.38312,1.41016,-0.0582812
-6.788000e-05,1.38203,1.41203,-0.0590625
-6.786000e-05,1.38187,1.40719,-0.05875
-6.784000e-05,1.38375,1.41063,-0.0596875
-6.782000e-05,1.3825,1.41,-0.0595313
-6.780000e-05,1.3825,1.40953,-0.0584375
-6.778000e-05,1.38422,1.41141,-0.0578125
-6.776000e-05,1.38578,1.41297,-0.0576562
-6.774000e-05,1.38219,1.41094,-0.059375
-6.772000e-05,1.38219,1.41391,-0.0571875
-6.770000e-05,1.38344,1.41234,-0.0567187
-6.768000e-05,1.38078,1.41031,-0.0598438
-6.766000e-05,1.38219,1.41078,-0.0571875
-6.764000e-05,1.38281,1.41141,-0.0584375
-6.762000e-05,1.385,1.40984,-0.0573437
-6.760000e-05,1.38453,1.41563,-0.0564062
-6.758000e-05,1.38109,1.41063,-0.0589063
-6.756000e-05,1.38484,1.41203,-0.05875
-6.754000e-05,1.38422,1.41266,-0.0576562
-6.752000e-05,1.38234,1.40984,-0.0584375
-6.750000e-05,1.38406,1.41172,-0.0585938
-6.748000e-05,1.38344,1.41469,-0.0590625
-6.746000e-05,1.38172,1.40813,-0.05875
